text	passage	paragraph	offset	before	after	evidence_edition	kind
pliny.nh4	7	6	98	dinstincta	distincta	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh4	7	11	110	inmesnum	inmensum	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	1	3	332	facerete	faceret	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	1	7	108	conomen	cognomen	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	1	12	316	preafuere	praefuere	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	1	19	274	Rhysaddiroppidum	Rhysaddir oppidum	perseus--phi0978.phi001.perseus-lat2	split
pliny.nh5	4	4	147	celbrantur	celebrantur	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	4	11	222	parts	pars	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	5	4	380	optimet	optinet	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	5	16	86	haernis	harenis	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	6	2	142	Lycs	Lycus	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	7	8	47	aliqunado	aliquando	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	7	10	225	contineti	continenti	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	8	3	574	culcis	dulcis	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	9	1	99	cixit	dixit	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nh5	9	7	558	disterminunt	disterminat	perseus--phi0978.phi001.perseus-lat2	replace
pliny.nhpr	2	7	474	vitiligent	vitilitigent	perseus--phi0978.phi001.perseus-lat2	replace
prudentius--prud.psycho	3	1	5679	aÎra	aera	perseus--stoa0238.stoa002.perseus-lat2	replace
prudentius--prud.psycho	5	1	1354	aÎnos	aenos	perseus--stoa0238.stoa002.perseus-lat2	replace
prudentius--prud.psycho	6	1	2547	intressurus	ingressurus	perseus--stoa0238.stoa002.perseus-lat2	replace
prudentius--prud.psycho	6	2	3713	aÎrius	aerius	perseus--stoa0238.stoa002.perseus-lat2	replace
prudentius--prud.psycho	7	1	361	aÎre	aere	perseus--stoa0238.stoa002.perseus-lat2	replace
prudentius--prud1	1	20	48	uerberunt	uerberum	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	1	10	35	Aselepiades	Asclepiades	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	1	18	0	Populate	Populare	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	1	19	53	denecandis	de necandis	perseus--stoa0238.stoa001.perseus-lat2	split
prudentius--prud10	1	22	36	sanetam	sanctam	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	1	31	92	eburn	eburna	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	1	39	124	ephybi	ephebi	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	2	13	118	ephybum	ephebum	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	2	28	76	inncxa	innexa	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	3	23	101	distruet	destruet	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	4	28	42	ephybis	ephebis	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	5	35	31	pracsto	praesto	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	5	42	56	fiamines	flamines	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud10	6	15	77	scnectus	senectus	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud11	1	2	284	oquuntur	loquuntur	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud12	1	2	193	pieno	pleno	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud13	1	2	2438	caleraeta	calefacta	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud13	1	2	1536	oqui	loqui	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud13	1	2	798	sriptis	scriptis	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud14	1	2	581	robure	robore	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud2	1	33	49	fungat	fungar	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud2	1	72	79	palfebra	palpebra	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud2	2	53	49	acdemque	aedemque	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud3	1	5	18	indiciun	indicium	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud3	1	17	116	friuula	friuola	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud3	1	38	62	fliebile	flebile	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud4	1	11	73	raplens	rapiens	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud4	1	26	110	Sagynti	Sagunti	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud4	1	41	20	bells	bella	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud4	1	42	89	uocalos	uocatos	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud5	1	1	14	VENCENTI	ViNCENTI	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud5	1	21	78	aucipes	aucupes	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud5	1	22	33	conpellumt	conpellunt	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud5	2	48	13	litotis	litoris	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud5	2	52	83	Eseiae	Esaiae	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud6	1	4	55	supermum	supernum	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud6	1	13	81	eoli	coli	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud6	1	49	10	hdnor	honor	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud6	1	55	75	hencecasyllabos	hendecasyllabos	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud7	1	3	31	lllyricos	illyricos	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud7	1	13	51	haee	haec	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud9	1	2	4243	petebarn	petebam	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud9	1	2	2473	profuuda	profunda	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud9	1	2	2031	rubetquc	rubetque	perseus--stoa0238.stoa001.perseus-lat2	replace
prudentius--prud9	1	2	564	ligebant	figebant	perseus--stoa0238.stoa001.perseus-lat2	replace
quintilian--quintilian.institutio1	9	1	1612	tractionem	tractationem	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio1	12	1	4057	comprensionis	comprehensionis	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio1	15	1	1732	gragulos	graculos	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio1	19	1	2053	cannina	carmina	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio1	21	2	1133	partiamurcum	partiamur cum	perseus--phi1002.phi001.perseus-lat2	split
quintilian--quintilian.institutio10	4	1	542	grandilocus	grandiloquus	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio10	8	1	896	adsecuntur	adsequuntur	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio11	4	1	711	comprendisse	comprehendisse	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio11	11	1	690	optusae	obtusae	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio11	12	1	1558	aâra	aera	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio12	1	3	4626	reprenderunt	reprehenderunt	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio12	1	3	3458	opstinatus	obstinatus	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio2	4	5	460	taminquam	tanquam	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio2	7	1	2351	lubidrii	ludibrii	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio2	11	1	1229	ualetudedinis	ualetudinis	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio3	7	1	947	tralativam	translativam	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio3	7	3	370	tralativas	translativas	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio3	8	1	5303	tralativum	translativum	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio3	8	1	2731	covectivum	collectivum	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio3	12	1	1532	iuctindum	iucundum	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio3	13	2	575	partitun	partium	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio4	1	2	186	eimererer	emererer	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio4	11	1	616	conectio	collectio	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio5	2	4	1311	reprensio	reprehensio	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio5	3	2	1306	parvolorum	parvulorum	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio6	4	1	854	tarba	turba	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio6	4	1	841	tagendumt	agendum	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio6	4	1	412	nimica	mimica	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio6	5	2	1451	altisiussa	altis iussa	perseus--phi1002.phi001.perseus-lat2	split
quintilian--quintilian.institutio6	6	1	2400	concidenten	concidentem	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio6	6	1	1879	otie	otia	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio7	9	1	857	reprensio	reprehensio	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio8	2	3	3238	elocuntur	eloquuntur	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio8	11	2	1239	aâra	aera	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio8	12	2	659	etvio	et vio	perseus--phi1002.phi001.perseus-lat2	split
quintilian--quintilian.institutio8	12	4	48	metalempsis	metalepsis	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio9	17	1	576	paeanicus	paeonicus	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio9	17	2	626	rhythmoe	rhythmi	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio9	19	1	4600	spondii	spondei	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio9	19	1	2611	cludentem	claudentem	perseus--phi1002.phi001.perseus-lat2	replace
quintilian--quintilian.institutio9	21	1	153	comprensiones	comprehensiones	perseus--phi1002.phi001.perseus-lat2	replace
sall.1	6	2	622	certebant	certabant	perseus--phi0631.phi001.perseus-lat4	replace
sall.frag	5	26	591	hostibas	hostibus	perseus--phi0631.phi003.perseus-lat2	replace
sall.macer	1	3	550	ltaque	itaque	perseus--phi0631.phi003.perseus-lat2	replace
sall.mithr	1	6	106	iucessit	incessit	perseus--phi0631.phi003.perseus-lat2	replace
sall.phil	1	2	216	probibere	prohibere	perseus--phi0631.phi003.perseus-lat2	replace
sall.phil	1	5	590	Mitbridates	Mithridates	perseus--phi0631.phi003.perseus-lat2	replace
sall.pomp	1	2	314	excercitu	exercitu	perseus--phi0631.phi003.perseus-lat2	replace
sen--sen.agamemnon	5	1	2639	uultos	uultus	perseus--phi1017.phi007.perseus-lat2	replace
sen--sen.apoc	1	10	1061	fugientiaLucifer	fugientia Lucifer	perseus--phi1017.phi011.perseus-lat2	split
sen--sen.brevita	1	3	1426	effocantur	offocantur	perseus--stoa0255.stoa004.perseus-lat2	replace
sen--sen.consolatione1	6	3	2373	finantur	finiantur	perseus--stoa0255.stoa008.perseus-lat2	replace
sen--sen.constantia	1	9	277	solereilli	solere illi	perseus--stoa0255.stoa009.perseus-lat2	split
sen--sen.constantia	2	5	739	autembono	autem bono	perseus--stoa0255.stoa009.perseus-lat2	split
sen--sen.constantia	3	1	1513	fortunaeiniurias	fortunae iniurias	perseus--stoa0255.stoa009.perseus-lat2	split
sen--sen.constantia	3	5	44	alteramtranseamus	alteram transeamus	perseus--stoa0255.stoa009.perseus-lat2	split
sen--sen.constantia	5	3	1346	eripereei	eripere ei	perseus--stoa0255.stoa009.perseus-lat2	split
sen--sen.ira2	6	1	1194	priorfeceris	prior feceris	perseus--stoa0255.stoa010.perseus-lat2	split
sen--sen.ira3	8	1	187	dilibuta	delibuta	perseus--stoa0255.stoa010.perseus-lat2	replace
sen--sen.phoen	1	6	2896	feront	ferunt	perseus--phi1017.phi003.perseus-lat2	replace
sen--sen.phoen	1	6	154	benenoui	bene noui	perseus--phi1017.phi003.perseus-lat2	split
sen--sen.phoen	2	1	517	abcidit	abscidit	perseus--phi1017.phi003.perseus-lat2	replace
sen--sen.phoen	2	5	707	patricidam	parricidam	perseus--phi1017.phi003.perseus-lat2	replace
sen--sen.phoen	2	5	578	toge	coge	perseus--phi1017.phi003.perseus-lat2	replace
sen--sen.phoen	2	8	777	tranabit	transnabit	perseus--phi1017.phi003.perseus-lat2	replace
sen--sen.phoen	3	5	24	mitant	micant	perseus--phi1017.phi003.perseus-lat2	replace
sen--sen.phoen	3	8	458	fletugenas	fletu genas	perseus--phi1017.phi003.perseus-lat2	split
sen--sen.prov	1	5	582	uelocita tem	uelocitatem	perseus--stoa0255.stoa012.perseus-lat2	join
sen--sen.prov	2	2	445	conlideret	confideret	perseus--stoa0255.stoa012.perseus-lat2	replace
sen--sen.prov	3	1	1019	rebusaduersis	rebus aduersis	perseus--stoa0255.stoa012.perseus-lat2	split
sen--sen.prov	3	1	105	mittereproprium	mittere proprium	perseus--stoa0255.stoa012.perseus-lat2	split
sen--sen.prov	4	1	1754	uobisillos	uobis illos	perseus--stoa0255.stoa012.perseus-lat2	split
sen--sen.thyestes	8	1	27	fatrem	fratrem	perseus--phi1017.phi008.perseus-lat2	replace
sen--sen.tranq	1	5	1146	superbiain	superbiam	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	1	5	1120	aliculus	alicuius	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	1	6	529	altiasque	altiusque	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	1	7	965	quicquld	quicquid	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	1	7	908	cxprimam	exprimam	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	2	3	332	locorun	locorum	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	2	6	1843	offlciis	officiis	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	2	6	32	auxillo	auxilio	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	3	4	629	partern	partem	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	3	4	79	tentaturi	temptaturi	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	4	1	1084	actatis	aetatis	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	4	1	25	oblectaucrit	oblectauerit	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	5	6	905	hopes	hospes	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.tranq	8	1	618	eredunt	credunt	perseus--stoa0255.stoa013.perseus-lat2	replace
sen--sen.vita	4	11	56	nomenmagnorum	nomen magnorum	perseus--stoa0255.stoa014.perseus-lat2	split
sen--seneca.ep1	1	7	2008	acquirenda	adquirenda	perseus--phi1017.phi015.perseus-lat2	replace
sen--seneca.ep10	3	1	2101	saexitia	saeuitia	perseus--phi1017.phi015.perseus-lat2	replace
sen--seneca.ep11-13	1	7	52	quoquehas	quoque has	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep11-13	2	2	106	modiceaegrotandum	modice aegrotandum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep11-13	5	9	424	atrimonium	patrimonium	perseus--phi1017.phi015.perseus-lat2	replace
sen--seneca.ep11-13	6	2	682	utriusquerei	utriusque rei	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep11-13	6	6	281	commodumet	commodum et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep11-13	7	3	940	maioraetate	maior aetate	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep11-13	8	2	849	obversationes	obseruationes	perseus--phi1017.phi015.perseus-lat2	replace
sen--seneca.ep14-15	8	4	721	aitarens	apparens	perseus--phi1017.phi015.perseus-lat2	replace
sen--seneca.ep14-15	15	1	1719	puxidibus	pyxidibus	perseus--phi1017.phi015.perseus-lat2	replace
sen--seneca.ep17-18	1	4	1268	impeturaptus	impetu raptus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	4	822	iacentiusque	iacenti usque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	4	294	seipse	se ipse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	6	2163	inspem	in spem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	6	1108	extremaventum	extrema ventum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	6	1032	nostrumquam	nostrum quam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	6	955	terminusnobis	terminus nobis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	6	498	incertumest	incertum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	10	361	pravuset	pravus et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	12	585	cumsubito	cum subito	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	12	506	contemnebamin	contemnebam in	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	12	215	etiturum	et iturum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	12	137	epistulatua	epistula tua	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	12	63	aufertenim	aufert enim	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	13	817	locoposita	loco posita	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	1	13	663	nullusest	nullus est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	1	654	desideraverisper	desideraveris per	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	1	428	diductiet	diducti et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	1	360	perquos	per quos	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	2	360	ergonon	ergo non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	2	286	claritassit	claritas sit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	3	203	plauditet	plaudit et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	4	984	nonpossunt	non possunt	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	5	141	advocem	ad vocem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	2	6	734	sitet	sit et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	3	1	3484	dieset	dies et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	3	1	2430	flerenascentis	flere nascentis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	3	1	1899	efferrequam	efferre quam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	3	1	1821	transeundumest	transeundum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	3	1	1458	inaperto	in aperto	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	3	1	506	communeset	communes et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	1801	timoreminputare	timorem inputare	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	1733	hoctibi	hoc tibi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	1656	gaudiumet	gaudium et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	1512	vitaeusus	vitae usus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	1371	quodmagni	quod magni	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	1229	suorumexigit	suorum exigit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	1151	perseverabitmori	perseverabit mori	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	1016	virovivendum	viro vivendum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	942	suorumvel	suorum vel	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	864	honestisadfectibus	honestis adfectibus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	723	cuiparcitur	cui parcitur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	649	aetatisamitto	aetatis amitto	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	502	cumsciam	cum sciam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	209	pararivehiculum	parari vehiculum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	138	motisvenis	motis venis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	1	65	quidemsubrepentem	quidem subrepentem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	2	1685	periculased	pericula sed	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	2	1617	sitmali	sit mali	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	4	2	1550	tefuerit	te fuerit	perseus--phi1017.phi015.perseus-lat2	split
